"class","order","family","genus","countryCode","stateProvince","eventDate","year","id","boundary_data_source","boundary_id","boundary_use","city_name","city_name_viz","country_iso3","country_iso2","lat","long"
"Reptilia","Squamata","Agamidae","Acanthocercus","RW","Umujyi wa Kigali",2016-08-09 14:59:49,2016,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.071185,-1.955298
"Magnoliopsida","Apiales","Araliaceae","Schefflera","RW","Umujyi wa Kigali",2019-09-15 10:18:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.097784,-1.955663
"Aves","Musophagiformes","Musophagidae","Corythaixoides","RW","Umujyi wa Kigali",2021-06-26 07:04:56,2021,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.053333,-1.956667
"Mammalia","Chiroptera","Pteropodidae","Eidolon","RW","Umujyi wa Kigali",2020-03-01 10:45:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.195826,-1.978691
"Insecta","Coleoptera","Elateridae","Tetralobus","RW","Umujyi wa Kigali",2018-08-19 05:37:46,2018,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.104429,-1.970579
"Aves","Charadriiformes","Charadriidae","Vanellus","RW","Umujyi wa Kigali",2019-09-14 08:12:00,2019,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.189337,-1.987454
"Liliopsida","Commelinales","Commelinaceae","Tradescantia","RW","Umujyi wa Kigali",2021-06-12 07:27:29,2021,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.063889,-1.956111
"Aves","Passeriformes","Pycnonotidae","Atimastillas","RW","Umujyi wa Kigali",2020-09-20 09:51:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.209234,-1.986379
"Insecta","Odonata","Coenagrionidae","Pseudagrion","RW","Umujyi wa Kigali",2020-09-20 09:30:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.209616,-1.984642
"Insecta","Hymenoptera","Apidae","Apis","RW","Umujyi wa Kigali",2020-09-20 09:52:00,2020,"9","cities360","bdc6b3c0ce5c47db8afacf1b83df7e40","TRUE","RWA-Kigali","Kigali","RWA","RW",30.209879,-1.986
